model,target,ablation_mode,case_id,diagnostic_axis,status,target_turn_count,state_observation_count,state_update_count,state_status,eudr_slope_raw,eudr_ratio_raw,eudr_valid,eudr_effective,pcg_first_valid_probe_turn,pcg_valid_probe_hit_rate,pcg_valid_probe_coverage,msti_effective,msti_source,ctr_cardinal_trigger_rate,ctr_opportunities,boi_raw,boi_valid,boi_effective,kbv_opportunities,kbv_violations,kbv_status,kbv_rate_effective,ecdr_candidate_evidence_rate,acceptable_candidate_hit,target_supplied_acceptable_evidence,elicitation_success_aux,mae,topk_f1,notes,recommendation_f1_at_1,recommendation_f1_at_3,recommendation_f1_at_5,recommendation_f1_at_10
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-590-023,major_quality,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.0,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.5,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-550-027,employment_outcome,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,1.0,0.3333333333333333,0.4000000000000001,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-520-026,employment_outcome,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,0.0,0.0,0.4000000000000001,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-650-030,employment_outcome,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.71083333,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-600-028,employment_outcome,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.16799999999999998,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.6666666666666666,0.6,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-680-025,major_quality,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.75,4,0.0,False,,2,0,measured,0.0,0.0,False,False,False,0.16799999999999998,0.5,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-620-029,employment_outcome,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-550-017,tuition_value,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.124,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,0.0,0.0,0.20000000000000004,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-geo_tier-550-002,geo_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.6666666666666666,1.0,observed_delta_phi,0.5,4,0.0,False,,3,1,measured,0.3333333333333333,1.0,True,True,True,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.3333333333333333,0.20000000000000004,0.20000000000000004
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-630-004,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.3333333333333333,0.0,observed_delta_phi,0.0,3,1.0,True,1.0,0,0,no_kbv_opportunity,,0.0,False,False,False,0.17348578608145965,0.0,KBV no opportunity,1.0,0.6666666666666666,0.4000000000000001,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-560-006,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.3333333333333333,0.3333333333333333,0.0,observed_delta_phi,0.0,3,1.8616223879755818,True,1.8616223879755818,0,0,no_kbv_opportunity,,0.0,False,False,False,0.13662157538153105,0.5,KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-590-008,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.3333333333333333,0.3333333333333333,0.0,observed_delta_phi,0.0,3,1.8509945279905764,True,1.8509945279905764,0,0,no_kbv_opportunity,,0.0,False,False,False,0.23413786119900526,0.0,KBV no opportunity,0.0,1.0,1.0,0.9
